"type","ta","pf","genus","species","v3","v4","v5","v7","v8","code","ref","q10","cte","thr","decay","ctmax","max.pf","ta.opt","breadth.50","breadth.80","r.square","n.samples","K.param","AIC","type2","u_yopt","u_Topt","u_Delta","u_Tc"
"pho",20.792,3.335,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ascoolphoto","Berry&Bjorkman1980",1.596514179,1.265373846,13.6652909,0.000897823,47.03900607,3.947743015,31.9,33.92,19.3,0.978751393,8,5,-22.30474848,"biochem",3.93093943991134,32.453883358238,14.371994121919,46.825877480157
"pho",25.889,3.722,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ascoolphoto","Berry&Bjorkman1980",1.596514179,1.265373846,13.6652909,0.000897823,47.03900607,3.947743015,31.9,33.92,19.3,0.978751393,8,5,-22.30474848,"biochem",3.93093943991134,32.453883358238,14.371994121919,46.825877480157
"pho",30.898,3.798,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ascoolphoto","Berry&Bjorkman1980",1.596514179,1.265373846,13.6652909,0.000897823,47.03900607,3.947743015,31.9,33.92,19.3,0.978751393,8,5,-22.30474848,"biochem",3.93093943991134,32.453883358238,14.371994121919,46.825877480157
"pho",36.023,3.655,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ascoolphoto","Berry&Bjorkman1980",1.596514179,1.265373846,13.6652909,0.000897823,47.03900607,3.947743015,31.9,33.92,19.3,0.978751393,8,5,-22.30474848,"biochem",3.93093943991134,32.453883358238,14.371994121919,46.825877480157
"pho",40.752,3.099,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ascoolphoto","Berry&Bjorkman1980",1.596514179,1.265373846,13.6652909,0.000897823,47.03900607,3.947743015,31.9,33.92,19.3,0.978751393,8,5,-22.30474848,"biochem",3.93093943991134,32.453883358238,14.371994121919,46.825877480157
"pho",44.924,1.204,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ascoolphoto","Berry&Bjorkman1980",1.596514179,1.265373846,13.6652909,0.000897823,47.03900607,3.947743015,31.9,33.92,19.3,0.978751393,8,5,-22.30474848,"biochem",3.93093943991134,32.453883358238,14.371994121919,46.825877480157
"pho",11.746,0.564,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ashotphoto","Berry&Bjorkman1980",2.244261839,0.243853397,-6.023021792,0.000359646,46.707512,1.633997009,35.8,26.37,14.66,0.997341078,8,5,-36.88408017,"biochem",1.63469176531083,35.8727125286343,10.7934481287868,46.6661606574212
"pho",15.707,0.707,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ashotphoto","Berry&Bjorkman1980",2.244261839,0.243853397,-6.023021792,0.000359646,46.707512,1.633997009,35.8,26.37,14.66,0.997341078,8,5,-36.88408017,"biochem",1.63469176531083,35.8727125286343,10.7934481287868,46.6661606574212
"pho",19.77,0.909,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ashotphoto","Berry&Bjorkman1980",2.244261839,0.243853397,-6.023021792,0.000359646,46.707512,1.633997009,35.8,26.37,14.66,0.997341078,8,5,-36.88408017,"biochem",1.63469176531083,35.8727125286343,10.7934481287868,46.6661606574212
"pho",24.871,1.221,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ashotphoto","Berry&Bjorkman1980",2.244261839,0.243853397,-6.023021792,0.000359646,46.707512,1.633997009,35.8,26.37,14.66,0.997341078,8,5,-36.88408017,"biochem",1.63469176531083,35.8727125286343,10.7934481287868,46.6661606574212
"pho",29.871,1.474,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ashotphoto","Berry&Bjorkman1980",2.244261839,0.243853397,-6.023021792,0.000359646,46.707512,1.633997009,35.8,26.37,14.66,0.997341078,8,5,-36.88408017,"biochem",1.63469176531083,35.8727125286343,10.7934481287868,46.6661606574212
"pho",35.295,1.592,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ashotphoto","Berry&Bjorkman1980",2.244261839,0.243853397,-6.023021792,0.000359646,46.707512,1.633997009,35.8,26.37,14.66,0.997341078,8,5,-36.88408017,"biochem",1.63469176531083,35.8727125286343,10.7934481287868,46.6661606574212
"pho",40.105,1.491,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ashotphoto","Berry&Bjorkman1980",2.244261839,0.243853397,-6.023021792,0.000359646,46.707512,1.633997009,35.8,26.37,14.66,0.997341078,8,5,-36.88408017,"biochem",1.63469176531083,35.8727125286343,10.7934481287868,46.6661606574212
"pho",44.956,0.598,"Atriplex","sabulosa","CO2uptake","nanomole/cm^2sec",NA,NA,NA,"ashotphoto","Berry&Bjorkman1980",2.244261839,0.243853397,-6.023021792,0.000359646,46.707512,1.633997009,35.8,26.37,14.66,0.997341078,8,5,-36.88408017,"biochem",1.63469176531083,35.8727125286343,10.7934481287868,46.6661606574212
"pho",15,1.7,"Abutilon","theophrasti","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"at25photo","Bunce2000",2.314367056,0.519665681,16.29125572,0.001582475,41.42930748,4.644949444,32.2,21.34,12.06,0.991859399,5,5,-14.41468202,"biochem",4.68331681290462,32.2216613893365,8.47368393818427,40.6953453275208
"pho",20,2.884,"Abutilon","theophrasti","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"at25photo","Bunce2000",2.314367056,0.519665681,16.29125572,0.001582475,41.42930748,4.644949444,32.2,21.34,12.06,0.991859399,5,5,-14.41468202,"biochem",4.68331681290462,32.2216613893365,8.47368393818427,40.6953453275208
"pho",25,3.696,"Abutilon","theophrasti","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"at25photo","Bunce2000",2.314367056,0.519665681,16.29125572,0.001582475,41.42930748,4.644949444,32.2,21.34,12.06,0.991859399,5,5,-14.41468202,"biochem",4.68331681290462,32.2216613893365,8.47368393818427,40.6953453275208
"pho",30,4.495,"Abutilon","theophrasti","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"at25photo","Bunce2000",2.314367056,0.519665681,16.29125572,0.001582475,41.42930748,4.644949444,32.2,21.34,12.06,0.991859399,5,5,-14.41468202,"biochem",4.68331681290462,32.2216613893365,8.47368393818427,40.6953453275208
"pho",35,4.384,"Abutilon","theophrasti","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"at25photo","Bunce2000",2.314367056,0.519665681,16.29125572,0.001582475,41.42930748,4.644949444,32.2,21.34,12.06,0.991859399,5,5,-14.41468202,"biochem",4.68331681290462,32.2216613893365,8.47368393818427,40.6953453275208
"pop",18,0.086,"Busseola","fusca",NA,NA,NA,NA,NA,"bf1","Bruce_et_al_2009",3.420604407,0.010500948,24.24602233,0.011620181,33.52272314,0.27598999,28.5,11.34,6.25,0.974415726,6,5,-12.63037378,"fit",0.273976117049909,28.6505486963571,4.72163182843903,33.3721805247961
"pop",21,0.149,"Busseola","fusca",NA,NA,NA,NA,NA,"bf1","Bruce_et_al_2009",3.420604407,0.010500948,24.24602233,0.011620181,33.52272314,0.27598999,28.5,11.34,6.25,0.974415726,6,5,-12.63037378,"fit",0.273976117049909,28.6505486963571,4.72163182843903,33.3721805247961
"pop",24,0.192,"Busseola","fusca",NA,NA,NA,NA,NA,"bf1","Bruce_et_al_2009",3.420604407,0.010500948,24.24602233,0.011620181,33.52272314,0.27598999,28.5,11.34,6.25,0.974415726,6,5,-12.63037378,"fit",0.273976117049909,28.6505486963571,4.72163182843903,33.3721805247961
"pop",27,0.279,"Busseola","fusca",NA,NA,NA,NA,NA,"bf1","Bruce_et_al_2009",3.420604407,0.010500948,24.24602233,0.011620181,33.52272314,0.27598999,28.5,11.34,6.25,0.974415726,6,5,-12.63037378,"fit",0.273976117049909,28.6505486963571,4.72163182843903,33.3721805247961
"pop",30,0.247,"Busseola","fusca",NA,NA,NA,NA,NA,"bf1","Bruce_et_al_2009",3.420604407,0.010500948,24.24602233,0.011620181,33.52272314,0.27598999,28.5,11.34,6.25,0.974415726,6,5,-12.63037378,"fit",0.273976117049909,28.6505486963571,4.72163182843903,33.3721805247961
"pop",32,0.166,"Busseola","fusca",NA,NA,NA,NA,NA,"bf1","Bruce_et_al_2009",3.420604407,0.010500948,24.24602233,0.011620181,33.52272314,0.27598999,28.5,11.34,6.25,0.974415726,6,5,-12.63037378,"fit",0.273976117049909,28.6505486963571,4.72163182843903,33.3721805247961
"pop",18,0.092,"Busseola","fusca",NA,NA,NA,NA,NA,"bf2","Bruce_et_al_2009",4.088534501,0.007613147,19.67010093,0.004002347,35.47685268,0.298153941,29.9,12.97,7.31,0.988798785,6,5,-16.29517006,"fit",0.300271142714051,29.9447354086447,5.17315949347785,35.1178949021225
"pop",21,0.151,"Busseola","fusca",NA,NA,NA,NA,NA,"bf2","Bruce_et_al_2009",4.088534501,0.007613147,19.67010093,0.004002347,35.47685268,0.298153941,29.9,12.97,7.31,0.988798785,6,5,-16.29517006,"fit",0.300271142714051,29.9447354086447,5.17315949347785,35.1178949021225
"pop",24,0.198,"Busseola","fusca",NA,NA,NA,NA,NA,"bf2","Bruce_et_al_2009",4.088534501,0.007613147,19.67010093,0.004002347,35.47685268,0.298153941,29.9,12.97,7.31,0.988798785,6,5,-16.29517006,"fit",0.300271142714051,29.9447354086447,5.17315949347785,35.1178949021225
"pop",27,0.28,"Busseola","fusca",NA,NA,NA,NA,NA,"bf2","Bruce_et_al_2009",4.088534501,0.007613147,19.67010093,0.004002347,35.47685268,0.298153941,29.9,12.97,7.31,0.988798785,6,5,-16.29517006,"fit",0.300271142714051,29.9447354086447,5.17315949347785,35.1178949021225
"pop",30,0.289,"Busseola","fusca",NA,NA,NA,NA,NA,"bf2","Bruce_et_al_2009",4.088534501,0.007613147,19.67010093,0.004002347,35.47685268,0.298153941,29.9,12.97,7.31,0.988798785,6,5,-16.29517006,"fit",0.300271142714051,29.9447354086447,5.17315949347785,35.1178949021225
"pop",32,0.273,"Busseola","fusca",NA,NA,NA,NA,NA,"bf2","Bruce_et_al_2009",4.088534501,0.007613147,19.67010093,0.004002347,35.47685268,0.298153941,29.9,12.97,7.31,0.988798785,6,5,-16.29517006,"fit",0.300271142714051,29.9447354086447,5.17315949347785,35.1178949021225
"pho",15,2.221,"Chenopodium","album","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"ca25photo","Bunce2000",1.607206029,1.119435768,16.21117795,0.001492224,42.09825751,3.352814703,28.5,30.29,16.9,0.98216768,5,5,-17.39970635,"biochem",3.36550241724362,28.9248422332213,12.2319960101266,41.1568382433479
"pho",20,2.922,"Chenopodium","album","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"ca25photo","Bunce2000",1.607206029,1.119435768,16.21117795,0.001492224,42.09825751,3.352814703,28.5,30.29,16.9,0.98216768,5,5,-17.39970635,"biochem",3.36550241724362,28.9248422332213,12.2319960101266,41.1568382433479
"pho",25,3.218,"Chenopodium","album","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"ca25photo","Bunce2000",1.607206029,1.119435768,16.21117795,0.001492224,42.09825751,3.352814703,28.5,30.29,16.9,0.98216768,5,5,-17.39970635,"biochem",3.36550241724362,28.9248422332213,12.2319960101266,41.1568382433479
"pho",30,3.307,"Chenopodium","album","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"ca25photo","Bunce2000",1.607206029,1.119435768,16.21117795,0.001492224,42.09825751,3.352814703,28.5,30.29,16.9,0.98216768,5,5,-17.39970635,"biochem",3.36550241724362,28.9248422332213,12.2319960101266,41.1568382433479
"pho",35,2.799,"Chenopodium","album","25C","CO2uptake","nanomole/cm^2sec",NA,NA,"ca25photo","Bunce2000",1.607206029,1.119435768,16.21117795,0.001492224,42.09825751,3.352814703,28.5,30.29,16.9,0.98216768,5,5,-17.39970635,"biochem",3.36550241724362,28.9248422332213,12.2319960101266,41.1568382433479
"pho",7.979,0.921,"Capsicum","annuum","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"caa1photo","Sage&Sharkey1987_Fig1",1.971992935,0.75618251,11.19009306,0.000738601,47.98562562,4.753245756,36.1,27.91,15.67,0.973002727,8,5,-17.42515358,"biochem",4.76403180190154,35.8327805932567,10.9722604745868,46.8050410678434
"pho",12.192,1.649,"Capsicum","annuum","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"caa1photo","Sage&Sharkey1987_Fig1",1.971992935,0.75618251,11.19009306,0.000738601,47.98562562,4.753245756,36.1,27.91,15.67,0.973002727,8,5,-17.42515358,"biochem",4.76403180190154,35.8327805932567,10.9722604745868,46.8050410678434
"pho",16.301,2.476,"Capsicum","annuum","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"caa1photo","Sage&Sharkey1987_Fig1",1.971992935,0.75618251,11.19009306,0.000738601,47.98562562,4.753245756,36.1,27.91,15.67,0.973002727,8,5,-17.42515358,"biochem",4.76403180190154,35.8327805932567,10.9722604745868,46.8050410678434
"pho",20.479,3.143,"Capsicum","annuum","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"caa1photo","Sage&Sharkey1987_Fig1",1.971992935,0.75618251,11.19009306,0.000738601,47.98562562,4.753245756,36.1,27.91,15.67,0.973002727,8,5,-17.42515358,"biochem",4.76403180190154,35.8327805932567,10.9722604745868,46.8050410678434
"pho",24.452,3.502,"Capsicum","annuum","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"caa1photo","Sage&Sharkey1987_Fig1",1.971992935,0.75618251,11.19009306,0.000738601,47.98562562,4.753245756,36.1,27.91,15.67,0.973002727,8,5,-17.42515358,"biochem",4.76403180190154,35.8327805932567,10.9722604745868,46.8050410678434
"pho",28.288,3.871,"Capsicum","annuum","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"caa1photo","Sage&Sharkey1987_Fig1",1.971992935,0.75618251,11.19009306,0.000738601,47.98562562,4.753245756,36.1,27.91,15.67,0.973002727,8,5,-17.42515358,"biochem",4.76403180190154,35.8327805932567,10.9722604745868,46.8050410678434
"pho",32.74,4.445,"Capsicum","annuum","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"caa1photo","Sage&Sharkey1987_Fig1",1.971992935,0.75618251,11.19009306,0.000738601,47.98562562,4.753245756,36.1,27.91,15.67,0.973002727,8,5,-17.42515358,"biochem",4.76403180190154,35.8327805932567,10.9722604745868,46.8050410678434
"pho",36.61,4.853,"Capsicum","annuum","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"caa1photo","Sage&Sharkey1987_Fig1",1.971992935,0.75618251,11.19009306,0.000738601,47.98562562,4.753245756,36.1,27.91,15.67,0.973002727,8,5,-17.42515358,"biochem",4.76403180190154,35.8327805932567,10.9722604745868,46.8050410678434
"pho",7.781,0.9708,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pho",9.767,1.3152,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pho",14.699,1.7432,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pho",18.466,2.0981,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pho",22.37,1.9311,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pho",26.548,2.3695,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pho",27.233,2.3695,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pho",30.795,2.2965,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pho",33.466,2.2234,"Carex","helleri","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"carphoto","SageEA2010BOOK_Fig1",1.725898409,0.75089579,9.423861902,0.00091792,42.43022193,2.369615234,28.9,30.84,17.55,0.930585297,9,5,-17.62402423,"biochem",2.38167290732541,28.9907946059282,12.3970848523851,41.3878794583133
"pop",18,0.0116,"Cactoblastis","castorum",NA,NA,NA,NA,NA,"cc","Legaspi_et_al_2007",4.654039703,0.001003332,20.88784687,0.005030124,34.98757253,0.058908948,29.9,11.77,6.64,0.970193034,5,5,-4.979199965,"fit",0.0593174053989886,30.1241372802324,4.78311547426009,34.9072527544925
"pop",22,0.0296,"Cactoblastis","castorum",NA,NA,NA,NA,NA,"cc","Legaspi_et_al_2007",4.654039703,0.001003332,20.88784687,0.005030124,34.98757253,0.058908948,29.9,11.77,6.64,0.970193034,5,5,-4.979199965,"fit",0.0593174053989886,30.1241372802324,4.78311547426009,34.9072527544925
"pop",26,0.0519,"Cactoblastis","castorum",NA,NA,NA,NA,NA,"cc","Legaspi_et_al_2007",4.654039703,0.001003332,20.88784687,0.005030124,34.98757253,0.058908948,29.9,11.77,6.64,0.970193034,5,5,-4.979199965,"fit",0.0593174053989886,30.1241372802324,4.78311547426009,34.9072527544925
"pop",30,0.0562,"Cactoblastis","castorum",NA,NA,NA,NA,NA,"cc","Legaspi_et_al_2007",4.654039703,0.001003332,20.88784687,0.005030124,34.98757253,0.058908948,29.9,11.77,6.64,0.970193034,5,5,-4.979199965,"fit",0.0593174053989886,30.1241372802324,4.78311547426009,34.9072527544925
"pop",34,0.0258,"Cactoblastis","castorum",NA,NA,NA,NA,NA,"cc","Legaspi_et_al_2007",4.654039703,0.001003332,20.88784687,0.005030124,34.98757253,0.058908948,29.9,11.77,6.64,0.970193034,5,5,-4.979199965,"fit",0.0593174053989886,30.1241372802324,4.78311547426009,34.9072527544925
"pho",20,1.192,"Cercis","canadensis","canadensis","watered","CO2assimilation","nanomole/cm^2sec",NA,"cccphoto","GriffinEA2004",1.658981763,0.450325446,35.35789103,0.007061833,47.25773496,2.941917175,38.7,21.68,10.26,0.996755605,6,5,-25.99767698,"biochem",2.85385261336117,38.3469591846043,8.92768329639669,47.274642481001
"pho",25,1.613,"Cercis","canadensis","canadensis","watered","CO2assimilation","nanomole/cm^2sec",NA,"cccphoto","GriffinEA2004",1.658981763,0.450325446,35.35789103,0.007061833,47.25773496,2.941917175,38.7,21.68,10.26,0.996755605,6,5,-25.99767698,"biochem",2.85385261336117,38.3469591846043,8.92768329639669,47.274642481001
"pho",30,2.116,"Cercis","canadensis","canadensis","watered","CO2assimilation","nanomole/cm^2sec",NA,"cccphoto","GriffinEA2004",1.658981763,0.450325446,35.35789103,0.007061833,47.25773496,2.941917175,38.7,21.68,10.26,0.996755605,6,5,-25.99767698,"biochem",2.85385261336117,38.3469591846043,8.92768329639669,47.274642481001
"pho",35,2.614,"Cercis","canadensis","canadensis","watered","CO2assimilation","nanomole/cm^2sec",NA,"cccphoto","GriffinEA2004",1.658981763,0.450325446,35.35789103,0.007061833,47.25773496,2.941917175,38.7,21.68,10.26,0.996755605,6,5,-25.99767698,"biochem",2.85385261336117,38.3469591846043,8.92768329639669,47.274642481001
"pho",40,2.892,"Cercis","canadensis","canadensis","watered","CO2assimilation","nanomole/cm^2sec",NA,"cccphoto","GriffinEA2004",1.658981763,0.450325446,35.35789103,0.007061833,47.25773496,2.941917175,38.7,21.68,10.26,0.996755605,6,5,-25.99767698,"biochem",2.85385261336117,38.3469591846043,8.92768329639669,47.274642481001
"pho",45,1.509,"Cercis","canadensis","canadensis","watered","CO2assimilation","nanomole/cm^2sec",NA,"cccphoto","GriffinEA2004",1.658981763,0.450325446,35.35789103,0.007061833,47.25773496,2.941917175,38.7,21.68,10.26,0.996755605,6,5,-25.99767698,"biochem",2.85385261336117,38.3469591846043,8.92768329639669,47.274642481001
"pop",20,0.003,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pop",22.5,0.030285714,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pop",25,0.059428571,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pop",27.5,0.076571429,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pop",30,0.103428571,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pop",32.5,0.115571429,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pop",35,0.138714286,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pop",37.5,0.086857143,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pop",40,0.065714286,"Cryptolestes","ferrugineus",NA,NA,NA,NA,NA,"cf","Smith_1965",3.789214311,0.001942018,24.40929387,0.003534042,41.23077157,0.124332742,35.3,13.73,7.74,0.884027275,9,5,-5.472845275,"fit",0.124568408244649,35.541371757687,5.6004245274458,41.1417962851328
"pho",7.872,0.904,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
"pho",9.574,0.855,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
"pho",10.638,1.447,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
"pho",14.362,1.759,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
"pho",20.638,2.466,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
"pho",23.404,2.696,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
"pho",25.638,2.729,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
"pho",27.447,2.942,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
"pho",29.362,2.942,"Chenopodium","album","NetCO2assimilation","nanomole/cm^2sec",NA,NA,NA,"chnaphoto","SageEA2010BOOK_Fig2b",1.665651518,0.804587812,13.18907504,0.000764606,49.35347113,3.053785519,34.7,33.32,18.94,0.901496069,18,5,-35.11438419,"biochem",3.06555472817956,35.1343056090634,13.5720361316913,48.7063417407547
