TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20040101,5.419,0.0,183.097,101.896,0.0,281.321,0.0,4.285,0.0,84.23,0.0,0.0,0.0,2.119,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,64.6617,-9999,-9999,-9999,65.153,0.0,75.7837,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.538422,0.458624,0.537954,0.60294,2.40365,2.36202,2.4157,2.4402,1.22781,1.23722,1.92739,2.24801,2.14554,1.64975,1.91946,2.12952,-9999,-9999
20040102,5.975,0.0,183.719,93.724,0.0,285.901,0.0,4.35,0.0,83.947,0.0,0.0,0.0,1.48,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,63.339,-9999,-9999,-9999,49.7167,0.0,57.3282,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.553801,0.472099,0.553801,0.619134,2.49434,2.4528,2.50189,2.52089,1.24106,1.25058,1.9482,2.27228,2.08066,1.58854,1.8527,2.06457,-9999,-9999
20040103,3.923,0.0,184.397,116.283,0.0,239.659,0.0,5.045,0.0,84.057,0.0,0.0,0.0,1.295,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,63.1677,-9999,-9999,-9999,65.153,0.0,75.4362,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.497052,0.4184,0.496871,0.557044,2.34473,2.33143,2.36066,2.40573,1.19218,1.20132,1.87147,2.18278,2.24927,1.71003,2.02729,2.23342,-9999,-9999
20040104,3.52,0.0,185.134,103.056,0.0,245.104,0.0,5.055,0.0,84.213,0.0,0.0,0.0,0.967,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,63.3541,-9999,-9999,-9999,65.153,0.0,75.1563,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.488114,0.410888,0.487953,0.547049,2.34387,2.31572,2.3637,2.39114,1.1803,1.18935,1.85282,2.16102,2.15253,1.6533,1.92695,2.13653,-9999,-9999
20040105,4.29,0.0,185.928,116.188,0.0,233.734,0.0,4.695,0.0,84.489,0.0,0.0,0.0,1.33,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,62.1369,-9999,-9999,-9999,49.7167,0.0,56.9318,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.506553,0.428028,0.506303,0.56761,2.43676,2.40632,2.45168,2.47098,1.20161,1.21083,1.88628,2.20005,2.25391,1.7131,2.0312,2.23801,-9999,-9999
20040106,3.754,0.0,186.778,109.424,0.0,243.032,0.0,4.821,0.0,84.49,0.0,0.0,0.0,1.275,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,62.2401,-9999,-9999,-9999,65.153,0.0,74.3284,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.493091,0.414873,0.492926,0.552623,2.34034,2.3279,2.35627,2.40174,1.18737,1.19648,1.86392,2.17397,2.20315,1.68218,1.97873,2.18718,-9999,-9999
20040107,3.803,0.0,187.685,108.142,0.0,248.897,0.0,4.816,0.0,84.432,0.0,0.0,0.0,1.908,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,62.4202,-9999,-9999,-9999,65.153,0.0,74.0484,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.49459,0.416788,0.494403,0.554276,2.3511,2.32127,2.36985,2.39765,1.18831,1.19742,1.86539,2.17569,2.18665,1.67266,1.9628,2.17073,-9999,-9999
20040108,4.794,0.0,188.647,111.036,0.0,264.768,0.0,4.695,0.0,84.506,0.0,0.0,0.0,2.75,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,61.8938,-9999,-9999,-9999,49.7167,0.0,56.7091,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.522469,0.444781,0.522005,0.585186,2.45723,2.4244,2.46873,2.48668,1.21136,1.22065,1.90157,2.21789,2.21917,1.69092,1.99446,2.20317,-9999,-9999
20040109,7.4,0.0,189.667,100.065,0.0,302.899,0.0,4.477,0.0,84.719,0.0,0.0,0.0,2.612,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,62.5561,-9999,-9999,-9999,65.153,0.0,74.7058,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.594822,0.518281,0.594822,0.661606,2.46416,2.4308,2.47038,2.49978,1.2731,1.28287,1.9985,2.33094,2.13083,1.63582,1.90398,2.11477,-9999,-9999
20040110,7.239,0.0,190.74,109.488,0.0,287.907,0.0,4.454,0.0,84.791,0.0,0.0,0.0,1.591,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,63.2003,-9999,-9999,-9999,65.153,0.0,74.9738,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.590592,0.514119,0.590592,0.657095,2.46804,2.41934,2.47247,2.49956,1.26893,1.27866,1.99195,2.3233,2.21873,1.69279,1.99238,2.20264,-9999,-9999
20040111,6.59,0.0,191.869,108.735,0.0,275.288,0.0,5.327,0.0,84.692,0.0,0.0,0.0,1.131,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,62.4413,-9999,-9999,-9999,49.7167,0.0,57.2108,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.574122,0.498588,0.574122,0.639379,2.52127,2.47908,2.52214,2.5452,1.25146,1.26106,1.96452,2.29131,2.20558,1.68615,1.97945,2.18951,-9999,-9999
20040112,5.888,0.0,193.051,113.207,0.0,278.79,0.0,5.14,0.0,84.694,0.0,0.0,0.0,1.372,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,62.7806,-9999,-9999,-9999,65.153,0.0,74.9738,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.55371,0.474634,0.55371,0.618345,2.41492,2.38766,2.42435,2.45985,1.2361,1.24558,1.94041,2.26319,2.24668,1.70683,2.02091,2.2306,-9999,-9999
20040113,6.785,0.0,194.287,122.813,0.0,272.782,0.0,5.67,0.0,84.451,0.0,0.0,0.0,2.097,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,63.2003,-9999,-9999,-9999,65.153,0.0,74.9738,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.578608,0.502186,0.578608,0.644337,2.45403,2.40812,2.46037,2.48563,1.2572,1.26684,1.97353,2.30182,2.30676,1.76193,2.0846,2.29086,-9999,-9999
20040114,5.612,0.0,195.576,118.806,0.0,261.226,0.0,4.905,0.0,84.17,0.0,0.0,0.0,2.449,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,62.2141,-9999,-9999,-9999,49.7167,0.0,57.0026,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.544401,0.463938,0.543942,0.609095,2.48342,2.44464,2.49185,2.50998,1.23158,1.24103,1.93332,2.25492,2.28886,1.74202,2.06436,2.27283,-9999,-9999
20040115,5.036,0.0,196.918,89.176,0.0,291.887,0.0,3.962,0.0,84.227,0.0,0.208,0.0,1.572,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,62.205,-9999,-9999,-9999,65.153,0.0,74.2865,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.527777,0.449287,0.52731,0.591133,2.3819,2.36312,2.3951,2.43543,1.21876,1.22811,1.91319,2.23144,2.04318,1.55152,1.81299,2.02695,-9999,-9999
20040116,6.349,0.0,198.312,107.823,0.0,293.809,0.0,4.364,0.0,84.108,0.0,0.093,0.0,1.724,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,62.4973,-9999,-9999,-9999,65.153,0.0,74.14,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.564476,0.483345,0.564476,0.630216,2.43539,2.39124,2.44356,2.46875,1.2496,1.25918,1.9616,2.2879,2.21487,1.69376,1.98662,2.19866,-9999,-9999
20040117,5.301,0.0,199.756,118.903,0.0,269.579,0.0,4.821,0.0,84.07,0.0,0.0,0.0,2.13,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,61.1573,-9999,-9999,-9999,49.7167,0.0,56.0343,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.535631,0.456233,0.535164,0.599821,2.47268,2.43686,2.48273,2.49981,1.22437,1.23376,1.922,2.24171,2.28972,1.74277,2.0652,2.27369,-9999,-9999
20040118,3.816,0.0,201.251,127.686,0.0,238.073,0.0,4.915,0.0,83.967,0.0,0.0,0.0,2.782,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,60.8968,-9999,-9999,-9999,65.153,0.0,72.7243,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.493088,0.413003,0.492976,0.552686,2.33936,2.32603,2.35615,2.40213,1.19072,1.19986,1.86918,2.18011,2.3531,1.80323,2.13048,2.33713,-9999,-9999
20040119,0.934,0.0,202.797,125.309,0.0,210.388,0.0,5.055,0.0,84.226,0.0,0.0,0.0,1.856,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,60.9545,-9999,-9999,-9999,65.153,0.0,72.3097,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.417503,0.335893,0.417503,0.470637,2.2588,2.24515,2.28933,2.32274,1.11779,1.12636,1.75469,2.04657,2.35168,1.7978,2.12637,2.33555,-9999,-9999
20040120,0.472,0.0,204.392,129.876,0.0,213.006,0.0,5.21,0.0,84.21,0.0,0.0,0.0,1.875,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,59.8797,-9999,-9999,-9999,49.7167,0.0,54.8637,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.406888,0.326925,0.406888,0.458548,2.31906,2.31062,2.34693,2.37209,1.10468,1.11315,1.7341,2.02256,2.37927,1.82447,2.1549,2.36316,-9999,-9999
20040121,2.143,0.0,206.034,130.572,0.0,233.442,0.0,5.029,0.0,84.136,0.0,0.0,0.0,2.038,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,59.8942,-9999,-9999,-9999,65.153,0.0,71.5269,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.451719,0.373132,0.451719,0.506609,2.2919,2.2866,2.31288,2.3611,1.1457,1.15449,1.79851,2.09768,2.38771,1.83112,2.16262,2.37155,-9999,-9999
20040122,3.828,0.0,207.724,129.587,0.0,250.005,0.0,4.986,0.0,84.345,0.0,0.0,0.0,1.338,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,59.9817,-9999,-9999,-9999,65.153,0.0,71.1557,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.498064,0.423501,0.497759,0.558024,2.35686,2.327,2.3751,2.40038,1.18588,1.19498,1.86158,2.17125,2.38682,1.82836,2.16043,2.37058,-9999,-9999
20040123,3.844,0.0,209.462,132.264,0.0,250.307,0.0,5.447,0.0,84.281,0.0,0.0,0.0,2.01,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,58.9279,-9999,-9999,-9999,49.7167,0.0,53.9916,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.49847,0.423974,0.498158,0.55847,2.42951,2.4024,2.44301,2.46284,1.18617,1.19527,1.86203,2.17177,2.40322,1.84317,2.17727,2.38699,-9999,-9999
20040124,6.034,0.0,211.245,127.658,0.0,284.384,0.0,5.153,0.0,84.299,0.0,0.0,0.0,1.646,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,58.9127,-9999,-9999,-9999,65.153,0.0,70.3548,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.557991,0.479763,0.557991,0.622737,2.42031,2.39279,2.42917,2.46391,1.2392,1.24871,1.94528,2.26887,2.37737,1.81729,2.14925,2.36102,-9999,-9999
20040125,6.022,0.0,213.073,126.599,0.0,285.289,0.0,4.745,0.0,84.136,0.0,0.0,0.0,1.785,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,59.1895,-9999,-9999,-9999,65.153,0.0,70.216,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.557208,0.47809,0.557208,0.622075,2.4278,2.38485,2.43729,2.46049,1.23958,1.24908,1.94587,2.26956,2.38174,1.81808,2.15157,2.36526,-9999,-9999
20040126,7.33,0.0,214.946,120.015,0.0,295.619,0.0,4.794,0.0,83.836,0.0,0.0,0.0,3.285,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,58.5149,-9999,-9999,-9999,49.7167,0.0,53.6132,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.592362,0.514728,0.592362,0.659201,2.54167,2.49461,2.54196,2.56621,1.27213,1.28189,1.99697,2.32916,2.34022,1.77674,2.10765,2.32363,-9999,-9999
20040127,7.921,0.0,216.862,96.88,0.0,322.248,0.0,4.59,0.0,83.843,0.0,0.0,0.0,4.524,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,58.8691,-9999,-9999,-9999,65.153,0.0,70.3027,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.60938,0.534166,0.608989,0.676832,2.48179,2.4455,2.4867,2.51383,1.28547,1.29533,2.01791,2.35358,2.14844,1.63804,1.91123,2.13169,-9999,-9999
20040128,7.636,0.0,218.82,79.461,0.0,319.256,0.0,3.863,0.0,83.75,0.0,12.058,0.0,2.965,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,59.5465,-9999,-9999,-9999,65.153,0.0,70.6394,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.600798,0.523669,0.600798,0.668074,2.4797,2.42844,2.48246,2.51137,1.27962,1.28943,2.00873,2.34287,1.98784,1.48727,1.74727,1.97098,-9999,-9999
20040129,5.169,0.0,220.82,121.963,0.0,260.428,0.0,4.967,0.0,83.99,0.0,0.321,0.0,1.103,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,59.4374,-9999,-9999,-9999,49.7167,0.0,54.4585,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.530836,0.451904,0.530361,0.594553,2.46611,2.43073,2.47736,2.49547,1.22265,1.23202,1.91929,2.23856,2.36502,1.79679,2.1308,2.3483,-9999,-9999
20040130,4.352,0.0,222.86,94.745,0.0,279.789,0.0,4.24,0.0,84.258,0.0,0.0,0.0,1.594,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,60.1241,-9999,-9999,-9999,65.153,0.0,71.8014,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.508195,0.429655,0.507934,0.569436,2.35779,2.34268,2.3731,2.41667,1.20322,1.21244,1.88879,2.20298,2.14614,1.63113,1.90541,2.12916,-9999,-9999
20040131,6.203,0.0,224.941,110.741,0.0,291.715,0.0,4.368,0.0,84.746,0.0,2.638,0.0,1.115,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,60.8556,-9999,-9999,-9999,65.153,0.0,72.1924,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.55986,0.477433,0.55986,0.625559,2.42941,2.38457,2.43819,2.46325,1.24684,1.2564,1.95727,2.28286,2.29206,1.76047,2.05327,2.27512,-9999,-9999
20040201,7.179,0.0,227.059,129.723,0.0,317.698,0.0,4.158,0.0,85.027,0.0,0.594,0.0,1.121,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,60.1248,-9999,-9999,-9999,49.7167,0.0,55.0883,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.58884,0.512009,0.58884,0.655297,2.53791,2.49192,2.53806,2.56219,1.26764,1.27736,1.98992,2.32093,2.4201,1.84873,2.18707,2.4034,-9999,-9999
20040202,7.437,0.0,229.215,100.006,0.0,318.86,0.0,4.23,0.0,85.157,0.0,0.0,0.0,1.699,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,60.4515,-9999,-9999,-9999,65.153,0.0,72.1924,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.595461,0.5183,0.595461,0.662406,2.46463,2.43093,2.47106,2.50051,1.27453,1.2843,2.00073,2.33355,2.18311,1.66796,1.94465,2.16625,-9999,-9999
20040203,7.266,0.0,231.408,134.758,0.0,293.717,0.0,4.548,0.0,85.303,0.0,0.0,0.0,2.214,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,61.2099,-9999,-9999,-9999,65.153,0.0,72.6127,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.591043,0.514085,0.591043,0.657667,2.46835,2.4194,2.47267,2.50004,1.26997,1.27971,1.99358,2.3252,2.47182,1.89487,2.23837,2.45507,-9999,-9999
20040204,7.227,0.0,233.636,128.434,0.0,296.114,0.0,4.75,0.0,85.493,0.0,0.0,0.0,2.367,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,60.4748,-9999,-9999,-9999,49.7167,0.0,55.409,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.589714,0.512187,0.589714,0.656363,2.53862,2.49221,2.53912,2.56314,1.26942,1.27916,1.99272,2.3242,2.44465,1.86431,2.20745,2.4277,-9999,-9999
20040205,6.603,0.0,235.899,128.947,0.0,286.957,0.0,4.815,0.0,85.49,0.0,0.0,0.0,2.337,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,60.9319,-9999,-9999,-9999,65.153,0.0,72.7661,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.571759,0.491659,0.571759,0.637763,2.43557,2.40469,2.44445,2.47775,1.25533,1.26496,1.9706,2.2984,2.46675,1.88199,2.22814,2.44971,-9999,-9999
20040206,6.683,0.0,238.195,141.867,0.0,275.076,0.0,5.276,0.0,85.246,0.0,0.0,0.0,1.428,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,61.4974,-9999,-9999,-9999,65.153,0.0,72.9537,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.575069,0.496893,0.575069,0.640902,2.44912,2.40346,2.45586,2.48135,1.25589,1.26552,1.97147,2.29942,2.52567,1.94046,2.29272,2.50891,-9999,-9999
20040207,6.203,0.0,240.523,156.587,0.0,250.897,0.0,6.044,0.0,84.949,0.0,0.0,0.0,0.896,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,60.9541,-9999,-9999,-9999,49.7167,0.0,55.8482,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.562808,0.484935,0.562808,0.627782,2.507,2.46469,2.51054,2.53182,1.24325,1.25278,1.95163,2.27627,2.6069,2.02199,2.3782,2.59032,-9999,-9999
20040208,5.149,0.0,242.882,120.757,0.0,277.608,0.0,4.593,0.0,84.941,0.0,0.0,0.0,2.193,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,61.5377,-9999,-9999,-9999,65.153,0.0,73.4896,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.53069,0.451819,0.530215,0.594373,2.38531,2.36567,2.39835,2.43829,1.22169,1.23106,1.91779,2.2368,2.40487,1.82757,2.16278,2.38763,-9999,-9999
20040209,5.762,0.0,245.271,115.01,0.0,307.45,0.0,4.479,0.0,84.792,0.0,0.0,0.0,2.983,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-8.89117,3.0,54.9216,0.0,61.6837,-9999,-9999,-9999,65.153,0.0,73.1748,-9999,-9999,-9999,-1.82456,0.0,-9999,-1.92369,-1.89454,-1.82456,0.0,0.0,0.0,0.547416,0.466448,0.54695,0.6126,2.41419,2.36984,2.42483,2.44902,1.2366,1.24609,1.94121,2.26412,2.34757,1.80027,2.10507,2.33034,-9999,-9999
20040210,6.112,0.0,247.689,125.604,0.0,295.348,0.0,4.838,0.0,84.706,0.0,0.0,0.0,4.162,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-12.98,3.0,54.2621,0.0,60.5758,-9999,-9999,-9999,49.7167,0.0,55.5015,-9999,-9999,-9999,-1.88926,0.0,-9999,-1.99391,-1.96468,-1.89458,0.0,0.0,0.0,0.55716,0.474991,0.55716,0.622786,2.49809,2.45569,2.50541,2.52476,1.24489,1.25444,1.95421,2.27928,2.42914,1.84555,2.18853,2.41196,-9999,-9999
20040211,6.369,0.0,250.135,156.566,0.0,270.112,0.0,6.168,0.0,84.711,0.0,0.0,0.0,2.211,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.5624,3.0,54.5569,0.0,60.3512,-9999,-9999,-9999,65.153,0.0,72.0727,-9999,-9999,-9999,-1.81503,0.0,-9999,-1.91303,-1.89072,-1.81503,0.0,0.0,0.0,0.565062,0.483998,0.565062,0.630824,2.4273,2.39702,2.43692,2.47135,1.25004,1.25963,1.9623,2.28872,2.63885,2.04388,2.40561,2.62196,-9999,-9999
